KODE APOTIK,Nama,Alamat,NPWP,NPPKP,PBF,SIPA,no_ijin,nama_apj,kode_petugas,delete_reason,Status,Latitude,Longitude,Kode Pos,Provinsi,Kabupaten,Kecamatan,Kelurahan,Kontak,validasi
Apt.radhwa,Apotek Radhwa Medika,"Jl. Papagan Jl Dukuh, RT.3/RW.12, Dusun II, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161",,,,,,,,,active,-7.564237221,110.77798,57161,JAWA TENGAH,,,SUKOHARJO,,
Apt.RAM,Apotek RAmai,"Jl. Sukowati, Kebayan 3, Sragen Kulon, Kec. Sragen, Kabupaten Sragen, Jawa Tengah 57212",,,,,,,,,active,-7.427766824,111.0190258,57212,JAWA TENGAH,,,Sragen,0271 891138,
Apt.RDFRM,Apotek Ridha FArma,"Klewer, Sraten, Kec. Gatak, Kabupaten Sukoharjo, Jawa Tengah 57557",,,,,,,,,active,-7.575256816,110.7184855,57557,JAWA TENGAH,,,Klaten,,
Apt.RDYA,Apotek Raditya,"Jl. Parang Kesit No.37, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147",,,,,,,,,active,-7.566308175,110.793831,57147,JAWA TENGAH,,,Surakarta,0271 722996,
Apt.RES01,Apotek Respati,"Jl. K.H Samanhudi No.44, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57142",,,,,,,,,active,-7.568102369,110.8023755,57142,JAWA TENGAH,,,Solo,"(0271) 720154, Asnarti",
Apt.RHdj,Apotek Rahardjo,"Kaligandu, Klero, Kec. Tengaran, Kabupaten Semarang, Jawa Tengah 50775",,,,,,,,,active,-7.401365167,110.5130602,50775,JAWA TENGAH,,,Salatiga,,
Apt.RHM03,Apotek Rahmah,"Jl. Perintis Kemerdekaan, Ngrancah, Pulisen, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57331",,,,,,,,,active,-7.536491498,110.5897963,57331,JAWA TENGAH,,,Boyolali,(0276) 322666 / 08562999058,
APT.RHY,Apotek Rahayu,"Jl. Pengging- Banyudono, Umbulsari, Dukuh, Kec. Banyudono, Kabupaten Boyolali, Jawa Tengah 57373",,,,,,,,,active,-7.552460454,110.6743377,57373,JAWA TENGAH,,,Byl,0271 7934472 / 085793596154,
APT.RHYK,APOTEK RAHAYU KUDUS,"Madaran, Mijen, Kec. Kaliwungu, Kabupaten Kudus, Jawa Tengah 59332",,,,,,,,,active,-6.790360376,110.7930076,59332,JAWA TENGAH,,,KUDUS,,
Apt.RHYKDS,"Apotek Rahayu, Kudus","Madaran, Mijen, Kec. Kaliwungu, Kabupaten Kudus, Jawa Tengah 59332",,,,,,,,,active,-6.790360376,110.7930076,59332,JAWA TENGAH,,,Kudus,83102382121,
Apt.RHYKRA,Apotek Rahayu KRA,"Jl. Grompol - Jambangan No.91, Teken, Kaliwuluh, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57762",,,,,,,,,active,-7.494192378,110.9348284,57762,JAWA TENGAH,,,KRA,,
Apt.RHYSHT,Apotek Rahayu Sehat,"Junggan, Jatiroto, Kec. Jatiroto, Kabupaten Wonogiri, Jawa Tengah 57692",,,,,,,,,active,-7.882159943,111.1014088,57692,JAWA TENGAH,,,WONOGIRI,"085245454500, (0273) 3330369",
Apt.RHYSKH,"Apotek Rahayu, SKH",Jl. SKH Tw.Sari Ban mati KM5,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SKH,,
APT.RJKF,Apotek Rejeki Farma,"Jl. Jend. Ahmad Yani No.41, Dalangan, Kalitengah, Kec. Wedi, Kabupaten Klaten, Jawa Tengah 57461",,,,,,,,,active,-7.742370318,110.5821602,57461,JAWA TENGAH,,,Klaten,,
APT.RKNFRM,APOTEK RUKUN FARMA,"Ngricik, Pule, Kec. Selogiri, Kabupaten Wonogiri, Jawa Tengah 57652",,,,,,,,,active,-7.775373448,110.8588563,57652,JAWA TENGAH,,,SKH,81328821478,
Apt.RKSHT,Apotek Rakha Sehat,"Ngandong, Pilangrejo, Kec. Juwangi, Kabupaten Boyolali, Jawa Tengah 57391",,,,,,,,,active,-7.189146489,110.7528104,57391,JAWA TENGAH,,,BYL,,
Apt.RM03,Apotek Rapha Medika,Jl. Pandanaran No.79,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Boyolali,(0271) 5843380,
Apt.RMTF,Apotek Rahmat Farma,"Jalan Sumber Krayan, Sumber, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57138",,,,,,,,,active,-7.545667921,110.8099572,57138,JAWA TENGAH,,,Surakarta,0271 718937,
Apt.RNA,Apotek Rania,"Dusun II, Bawak, Kec. Cawas, Kabupaten Klaten, Jawa Tengah 57463",,,,,,,,,active,-7.76138644,110.6871355,57463,JAWA TENGAH,,,Klaten,82290205758,
Apt.rnj02,Apotek Rinjani 02,tegalsari rt 1 rw 1b bulakan sukoharjo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SUKOHARJO,,
Apt.RNJN,"Apotek Rinjani, KLT","Jl. Raya Karangdowo-Juwiring, Kalangan, Ketitang, Kec. Juwiring, Kabupaten Klaten, Jawa Tengah 57472",,,,,,,,,active,-7.667734354,110.7532917,57472,JAWA TENGAH,,,Klaten,,
Apt.RNPST,Apotek Reni Pangestu,"Jalan Pahlawan No.3, Kedungbaru, Kedungan, Kec. Pedan, Kabupaten Klaten, Jawa Tengah 57468",,,,,,,,,active,-7.691541402,110.6998378,57468,JAWA TENGAH,,,Klaten,0272 897380,
Apt.RPH,Apotek Rapha,Jl. Solo-Purwodadi KM 12,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KRA,0271 6812346,
Apt.RS,Apotek Rhaysa,"Ds. Kaling RT2/01,Tasikmadu, KRA",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KRA,,
Apt.RS03,Apotek Randu Sari (Iswanto),Jl. Solo-BYL KM 21 Bulurejo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Boyolali,,
Apt.rskpn,Apotek Rizky Peni Farma,"raya rt2/2, jln, Bulurejo, Plesungan, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57773",,,,,,,,,active,-7.533085122,110.8582721,57773,JAWA TENGAH,,,KARANGANYAR,,
Apt.RSNM02,Apotek Rhezna Medika,"Jl. Waru-Gentan, Dusun II, Siwal, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.587578134,110.7839098,57556,JAWA TENGAH,,,Sukoharjo,(0271) 5811874,
Apt.rst,Apotek Restu,"Brigjen Katamso, RT.01/RW.10, Klampisan, Kaliancar, Kecamatan Seloi, Kabupaten Wonogiri, Jawa Tengah 57652",,,,,,,,,active,-7.793455531,110.9078885,57652,JAWA TENGAH,,,WONOGIRI,,
Apt.rsta,Apotek Resta Farma,"Jalan Raya Salatiga Ambarawa 1, Padaan, Gedangan, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773",,,,,,,,,active,-7.320818286,110.4737689,50773,JAWA TENGAH,,,SALATIGA,,
APT.RSTIBU,APOTEK RESTU IBU,"Jl. Abdul Latief, Sumedangan, Gentan, Kec. Bendosari, Kabupaten Sukoharjo, Jawa Tengah 57528",,,,,,,,,active,-7.658088166,110.8619016,57528,JAWA TENGAH,,,SUKOHARJO,0271 7900612,
APT.RSTMDK,Apotek Restu Medika," Jl. Ry Solo-Sragen, Waru, Sidodadi, Kec. Masaran, Kabupaten Sragen, Jawa Tengah 57282",,,,,,,,,active,-7.494361229,110.9187559,57282,JAWA TENGAH,,,Sragen,0271 5878045,
Apt.RTHF,Apotek RAtih FArma,Ngeboran 05/III KArangduren,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,KArangduren,,
Apt.RTN01,Apotek Ratna,"Jl. Kerinci No.61, Kadipiro, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57136",,,,,,,,,deleted,-7.532817309,110.8242009,57136,JAWA TENGAH,,,Solo,(0271) 853118,
Apt.RURI,Apotek Ruri,"Jl. Prof. DR. Supomo, Punggawan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",,,,,,,,,active,-7.563114169,110.8148369,57139,JAWA TENGAH,,,Surakarta,0271 717981,
Apt.RYD,Apotek Riyad,"Jl. Kapten Mulyadi No.230, Ps. Kliwon, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57118",,,,,,,,,active,-7.582703716,110.8297694,57118,JAWA TENGAH,,,Surakarta,0271 3022009/ M. Nur,
Apt.RYDI,Apotek Riyadi,"Jl. Lawu No.220, Tegalasri, Bejen, Kec. Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57716",,,,,,,,,active,-7.599030328,110.9596196,57716,JAWA TENGAH,,,KRA,0271 6499631,
APT.RYFRM,APOTEK RAYA FARMA,"Manggis, Pulosari, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57762",,,,,,,,tutup permanen,deleted,,,57762,JAWA TENGAH,,,KEBAKKRAMAT,,
APT.RYHN,Apotek Rayhan,"Jl.Sekarjadad, Songgalan 03/04, Sidodadi",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,"(0271)5853685, 087836686838",
Apt.RZKF,Apotek Rizki Farma,"Jl. Raya Sragen - Balong, Sambirejo, Kec. Sambirejo, Kabupaten Sragen, Jawa Tengah 57293",,,,,,,,,active,-7.488452237,111.0840343,57293,JAWA TENGAH,,,Sraen,,
Apt.RZKSHT,Apotek Rizky Sehat,"Jalan Sukoharjo - Tawangsari No.Km 6, RT.01/RW.01, Klenisan, Banmati, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57551",,,,,,,,,active,-7.712681322,110.8111004,57551,JAWA TENGAH,,,Sukoharjo,87835578577,
Apt.S001,Apotek Sami Rejo Farma,"JL. Delanggu-Polanjarjo, No. 41, Rejosari, Delanggu, Rejosari, Kepanjen, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.623659354,110.6950423,57471,JAWA TENGAH,,,Delanggu,(0272) 552215,
Apt.S002,Apotek Sumber Husada,"Jl. Adi Sucipto No.17, Manahan, Kec. Banjarsari, Kota Surakarta, Jawa Tengah 57139",,,,,,,,,active,-7.557141961,110.8050927,57139,JAWA TENGAH,,,Surakarta,(0271) 716816,
Apt.S3,Apotek S3,"Jl. Diponegoro No.8, Garuda, Gumulan, Kec. Klaten Tengah, Kabupaten Klaten, Jawa Tengah 57417",,,,,,,,,active,-7.712876972,110.6150923,57417,JAWA TENGAH,,,Klaten,0816563626/085526357311,
Apt.salaam,Apotek Salaam 27 KRA,"Dekat, Jl. Griya Baru III No.102-94, Karanganyar, Kabupaten Karanganyar, Jawa Tengah 57171",,,,,,,,,active,-7.545084827,110.7839557,57171,JAWA TENGAH,,,Karanganyar,,
Apt.sanafr,Apotek Sana Farma,"Jl. Jend. Ahmad Yani No.128b, RT.1, Getas, Getas Pejaten, Kec. Jati, Kabupaten Kudus, Jawa Tengah 59343",,,,,,,,tutup permanen,deleted,,,59343,JAWA TENGAH,,,KUDUS,,
Apt.SBH,Apotek Sabiha,"Jl. Cepogo - Ampel, Dusun I, Gubug, Kec. Cepogo, Kabupaten Boyolali, Jawa Tengah 57362",,,,,,,,,active,-7.473064285,110.5421055,57362,JAWA TENGAH,,,BYL,,
Apt.SBWR02,Apotek Sumber Waras," Jl. Gatot Subroto, Kutorejo, Jetis, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57511",,,,,,,,,active,-7.680979087,110.8325771,57511,JAWA TENGAH,,,Sukoharjo,(0271) 7005472,
Apt.SDD,Apotek Sidodadi,"Jl. Purwodadi - Sukolilo - Pati No.20, Brambangan, Purwodadi, Kec. Purwodadi, Kabupaten Grobogan, Jawa Tengah 58111",,,,,,,,,active,-7.083140519,110.9187607,58111,JAWA TENGAH,,,,,
Apt.SDK01,Apotek Sondakan,"Jl. Agus Salim No.50 E, Sondakan, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57147",,,,,,,,,active,-7.56658691,110.7926001,57147,JAWA TENGAH,,,Surakarta,(0271) 7002010,
Apt.SDRJB,"Apotek Sido Rejo , SKH","Jl. Palagan Tentara Pelajar No.19, Sawah, Sanggrahan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.584645034,110.7963525,57552,JAWA TENGAH,,,Sukoharjo,0271 728299,
Apt.SDRSHT,Apotek Saudara Sehat,Pengging,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
Apt.SDWRS,Apotek Sido Waras,"Jl. DR. Sutomo No.rt 02, Gayam, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57514",,,,,,,,,active,-7.69101931,110.849268,57514,JAWA TENGAH,,,Sukoharjo,,
Apt.SDY,"Apotek Sedayu, Polokarto"," Jl. Raya Jumapolo-Karanganyar, Sawah, Sedayu, Kec. Jumantono, Kabupaten Karanganyar, Jawa Tengah 57555",,,,,,,,,active,-7.670247554,110.9483194,57555,JAWA TENGAH,,,Polokarto,0271 2175497,
Apt.SEC,Apotek Solo Eye Center,Jl. Dr. Rajiman 422,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,0271 721756,
APT.SENA,APOTEK SENA FARMA,"Salam, Sukodono, Kec. Donorojo, Kabupaten Pacitan, Jawa Timur 63554",,,,,,,,,active,-8.102765151,110.9669603,63554,JAWA TENGAH,,,PACITAN,81326877744,
Apt.sentrs,Apotek Sentra Medika Sukoharjo,"Jl. Pramuka No.100, Sawah, Wirun, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.591706475,110.8438898,57554,JAWA TENGAH,,,SUKOHARJO,,
Apt.SESH02,Apotek Setya Sehat,"Jl. Mayor Achmadi, RT.2 RW5/RW.5, Rw. 5, Bekonang, Kec. Mojolaban, Kabupaten Sukoharjo, Jawa Tengah 57554",,,,,,,,,active,-7.609812939,110.8745169,57554,JAWA TENGAH,,,Sukoharjo,85888052455,
Apt.setias,Apotek Setia Sehat KRA,"Jl. Raya Solo - Tawangmangu No.Ds, Ngiri, Ngemplak, Karangpandan, Karanganyar Regency, Central Java 57791",,,,,,,,,active,-7.616468906,111.0484284,57791,JAWA TENGAH,,,KARANGANYAR,,
Apt.SF,Apotek Syifa`Farma,Jl.Kapten P. Tendean No. 202A,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,0271 718335,
Apt.SF01,Apotek Salima Farma,Jl. Slamet Riyadi No. 195,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kartasuro,(0271) 5816706,
Apt.SF02,Apotek Sifa Farma,"Jl. Raya Grogol No.159, Dusun I, Langenharjo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.608555135,110.8187476,57552,JAWA TENGAH,,,Sukoharjo,85101172534,
Apt.SFF,Apotek Syifa FArma,"Jl. Klaten - Solo, Kepoh, Bowan, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.648517169,110.6856469,57471,JAWA TENGAH,,,Delanggu,,
Apt.SFM,Apotek Surya Farma,"Jl. Jatinom - Boyolali No.7, Krajan, Majegan, Kec. Tulung, Kabupaten Klaten, Jawa Tengah 57467",,,,,,,,,active,-7.6148489,110.6113744,57467,JAWA TENGAH,,,Klaten,,
Apt.SFR,Apotek Safira,"Jl. Solo - Purwodadi, Kebayanan III, Mojopuro, Kec. Sumberlawang, Kabupaten Sragen, Jawa Tengah 57272",,,,,,,,,active,-7.326877539,110.8650081,57272,JAWA TENGAH,,,Sumber Lawang,0271 7977273,
Apt.SFRM,Apotek Syafa FArma,"Depan Kopasus, KAndang Menjangan",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kartosuro,,
Apt.SFRR,Apotek Syif`ur Rohmah,"Trayon, RT. 1 RW. 2, Kebonan, Karanggede, Dusun 2, Kebonan, Boyolali, Kabupaten Boyolali, Jawa Tengah 57381",,,,,,,,,active,-7.359855207,110.6399618,57381,JAWA TENGAH,,,BYL,,
Apt.SGAN04,Apotek Sunggingan,"Jl. Pandanaran No.242, Recosari, Banaran, Kec. Boyolali, Kabupaten Boyolali, Jawa Tengah 57313",,,,,,,,,active,-7.526608438,110.6009041,57313,JAWA TENGAH,,,Boyolali,(0276) 322703,
Apt.SGHWRS,Apotek Sugih WAras,"Jl. Solo - Purwodadi No.km 6, Wonorejo, Kec. Gondangrejo, Kabupaten Karanganyar, Jawa Tengah 57773",,,,,,,,,active,-7.520974949,110.8168043,57773,JAWA TENGAH,,,KRA,,
Apt.SGLGT,Apotek Songgolangit,"Jl. Raya Songgo Langit No.6, Ngebrak, Gentan, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556",,,,,,,,,active,-7.578427199,110.7831031,57556,JAWA TENGAH,,,Sukoharjo,0271 7653922,
Apt.SGR9,"Apotek Seger Waras, Mojosongo","Jl. Jaya Wijaya, Busukan, Mojosongo",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,081329634404/0271853703,
Apt.SGRN,Apotek Sangiran,"Jl. Kalijambe-Sangiran No.Km. 02, Kebayanan II, Jetis Karangpung, Kec. Kalijambe, Kabupaten Sragen, Jawa Tengah 57275",,,,,,,,,active,-7.448493117,110.81685,57275,JAWA TENGAH,,,Sragen,81229725198,
Apt.SGRWRS,Apotek Seger Waras,"Jl. Gatot Subroto No.273, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57153",,,,,,,,,active,-7.580037651,110.8185601,57153,JAWA TENGAH,,,SKA,0271 637852,
Apt.SGWRT,"Apotek Seger Waras, MJsongo",Jl. Tangkuban Perahu No.25,,,,,,,,tutup permanen,deleted,,,,JAWA TENGAH,,,Surakarta,,
Apt.SHBKL,Klinik Sahabat Keluarga (dr widodo),Jl. Ngebat Kembang 13/3 Gragilan GML,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sragen,0271 6811650,
Apt.SHBSHC,"Apotek Sahabat Sehat, Cepogo","Jl. Blabak - Boyolali, Dusun 3, Mliwis, Kec. Cepogo, Kabupaten Boyolali, Jawa Tengah 57362",,,,,,,,,active,-7.518456509,110.5394177,57362,JAWA TENGAH,,,BYL,,
Apt.SHBT,Apotek Sahabat,"Jl. Kleco 01/06 Mendungan, KTS",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,85647327791,
Apt.SHBTSH,Apotek Sahabat Sehat,"Pandanan/Wonosari, KLT",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Klaten,,
Apt.shfarm,Apotek SH Farma,Bulakrejo RT 02 RW 08 Sukoharjo,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,SUKOHARJO,,
Apt.SHFF,"Apotek Shafa Farma, Sragen","Kebayanan 3, Jambanan, Kec. Sidoharjo, Kabupaten Sragen, Jawa Tengah 57281",,,,,,,,,active,-7.411118953,110.9867459,57281,JAWA TENGAH,,,Sragen,8170134640,
Apt.shkfrm,Apotek Shaka Farma,"Grojongan, nogosari boyolali",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BOYOLALI,,
Apt.SHM,"Apotek Sehat, Mojosongo","Jl. Malabar Utara IV No.18, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127",,,,,,,,,active,-7.536376862,110.8388924,57127,JAWA TENGAH,,,Surakarta,,
Apt.SHNT,Apotek Shinta,"Tegalrejo 01/05, Ngesrep Ngemplak, BYL",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BYL,,
Apt.Shofia,Apotek Shofia,"Prenggan rt002 rw002, Depan, KLINIK NGUDI SEHAT, Sawah, Sanggrahan, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552",,,,,,,,,active,-7.584345357,110.7943583,57552,JAWA TENGAH,,,SUKOHARJO,,
Apt.SHT,Apotek Sehat,"Jl. Raya Delanggu Utara No.69, Gatak, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.617302277,110.7002549,57471,JAWA TENGAH,,,Delanggu,0272 551056,
Apt.SHT2,Apotek Sehat KRA,"Jl. Jend. A. Yani No.1, Papahan, Kec. Tasikmadu, Kabupaten Karanganyar, Jawa Tengah 57722",,,,,,,,,active,-7.588257941,110.9271715,57722,JAWA TENGAH,,,KRA,"08886798667, M` Gina",
Apt.SHTABD,Apotek Sehat Abadi,"Bulu, Sambi, Kec. Sambirejo, Kabupaten Sragen, Jawa Tengah 57293",,,,,,,,,active,-7.489383581,111.1182576,57293,JAWA TENGAH,,,SRAGEN,,
Apt.SHTB,"Apotek Sehat, BYL"," Area Sawah/Kebun, Ngaru Aru, Kec. Banyudono, Kabupaten Boyolali, Jawa Tengah 57373",,,,,,,,,active,-7.539569597,110.6807441,57373,JAWA TENGAH,,,Boyolali,0271 783476,
Apt.SHTBRK,Apotek Sehat Barokah,"Kalangan, Ketitang, Kec. Juwiring, Kabupaten Klaten, Jawa Tengah 57472",,,,,,,,,active,-7.67013153,110.7532705,57472,JAWA TENGAH,,,Klaten,85728684354,
APT.SHTBRS,"APOTEK SEHAT BAROKAH, SOLO","Jl. Klodran Selatan, Klodran Indah, Klodran, Kec. Colomadu, Kabupaten Karanganyar, Jawa Tengah 57171",,,,,,,,,active,-7.540308752,110.7912857,57171,JAWA TENGAH,,,"Colomadu, KRA",81548525228,
Apt.SHTD,"Apotek Sehat, Delanggu","Jl. Raya Delanggu Utara No.69, Gatak, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.61729696,110.7002502,57471,JAWA TENGAH,,,"Delanggu, Klaten",0272 551056,
Apt.SHTFRM,Apotek Sehat FArma,"Jl. R.A. Kartini, Candibaru, RT.35, RT.35/RW.02, Sungkul, Plumbungan, Kec. Karangmalang, Kabupaten Sragen, Jawa Tengah 57222",,,,,,,,,active,-7.431746526,111.0378824,57222,JAWA TENGAH,,,Sragen,0271 7006854,
Apt.SHTI,Apotek Sehati,"Jl. RAya BAngak Simo, Mutihan, 04/03",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,BYL,0276 3347675,
APT.SHTJY,APOTEK SEHAT JAYA,"Kembu, Waru, Kec. Kebakkramat, Kabupaten Karanganyar, Jawa Tengah 57762",,,,,,,,,active,-7.494616307,110.9013128,57762,JAWA TENGAH,,,KRA,81329401186,
Apt.SHTM,"Apotek Sehati, Mojosongo","Jl. Brigjend Katamso No.19, Mojosongo, Jebres, Surakarta City, Central Java 57121",,,,,,,,,active,-7.535032092,110.84691,57121,JAWA TENGAH,,,Surakarta,0271 851527 / 0819 1536 744,
Apt.SHTMKM,"Apotek Sehat Makmur, Delanggu","Jl. Raya Delanggu Utara No.182, 57471, Gatak, Kec. Delanggu, Kabupaten Klaten, Jawa Tengah 57471",,,,,,,,,active,-7.620434652,110.6990972,57471,JAWA TENGAH,,,Klaten,,
APT.SHTP,Apotek Sehat karangturi,"KARANGTURI, BULUREJO, NGUNTORONADI",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,WONOGIRI,81226160555,
Apt.shtprm,Apotek Sehat Prima,"Jl. Jatinom - Boyolali No.2, Jurug, Kec. Mojosongo, Kabupaten Boyolali, Jawa Tengah 57322",,,,,,,,,active,-7.564825392,110.6202429,57322,JAWA TENGAH,,,BYL,,
Apt.shtpro,Apotek Sehat Pro,"RT/RW 03/01,, Jl. Klero-Suruh, Klero, Kec. Tengaran, Kabupaten Semarang, Jawa Tengah 50775",,,,,,,,,active,-7.405985899,110.5163153,50775,JAWA TENGAH,,,SALATIGA,,
Apt.SHTSJT,Apotek Sehat Sejati,"Jl. Masaran - Plupuh No.KM.1, Kebayanan 1, Masaran, Kec. Sragen, Kabupaten Sragen, Jawa Tengah 57282",,,,,,,,,active,-7.469900933,110.9297306,57282,JAWA TENGAH,,,Sragen,,
Apt.shtsjw,Apotek Sehat Sejiwa,"Jl. Slamet Riyadi No.327, RT.02/RW.07, Windan, Makamhaji, Kec. Kartasura, Kabupaten Sukoharjo, Jawa Tengah 57161",,,,,,,,,active,-7.565596198,", 110.76973707104533",57161,JAWA TENGAH,,,SUKOHARJO,,
Apt.SHTSKH,Apotek Sehat SKH,"Jl. Dr. Muwardi No.35, Larangan Wetan, Gayam, Kec. Sukoharjo, Kabupaten Sukoharjo, Jawa Tengah 57514",,,,,,,,,active,-7.683456191,110.8463194,57514,JAWA TENGAH,,,Sukoharjo,0271 591906,
Apt.SHTW,Apotek Sehat Waras,"Jl. Raya Kalioso, Kliwonan, Jeron, Kec. Nogosari, Kabupaten Boyolali, Jawa Tengah 57378",,,,,,,,,active,-7.464037098,110.8041783,57378,JAWA TENGAH,,,BYL,7951355,
Apt.SIAGA,Apotek Siaga,Jl. Adi Sumarmo No. 263 C,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 5885842,
Apt.Siln,Apotek Sailin Farma,"Jalan Salatiga, Karanglo, Bringin, Semarang Regency, Central Java 50772",,,,,,,,,active,-7.257606945,110.5123288,50772,JAWA TENGAH,,,SEMARANG,,
Apt.sinarf,Apotek Sinar Farma,"Jl. Patimura, Kauman Kidul, Kec. Sidorejo, Kota Salatiga, Jawa Tengah 50712",,,,,,,,,active,-7.306204691,110.5092583,50712,JAWA TENGAH,,,SALATIGA,,
Apt.SJGT,Apotek Sejagat,"Jl. Dr. Wahidin No.30, Purwosari, Kec. Laweyan, Kota Surakarta, Jawa Tengah 57148",,,,,,,,,active,-7.568993075,110.8051405,57148,JAWA TENGAH,,,SURAKARTA,,
Apt.SKRSHT,Apotek Sekar Sehat,"Bakalan 02/02, Pucangan KTS",,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Kartosuro,,
Apt.SKT,Apotek Sakti,"Jl. Sutan Syahrir No.110, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129",,,,,,,,,active,-7.564565298,110.8286336,57129,JAWA TENGAH,,,Surakarta,,
Apt.SKW02,Apotek Suko Waluyo,Jl. Veteran No. 63,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sukoharjo,,
Apt.SKWRS,Apotek Sukowaras,Jl. Raya Sragen Solo Km.12 No.18,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Sragen,,
Apt.SLF01,Apotek Solo Farma,Jl. P. Tendean 156 Nusukan,,,,,,,,tidak ditemukan,deleted,,,,JAWA TENGAH,,,Surakarta,(0271) 718488,
Apt.Slgfrm,toko obat DHINA Farma,"Jl.Gabugan-Gemolong KM, Kebayanan 2, Slogo, Tanon, Sragen Regency, Central Java 57277",,,,,,,,,active,-7.390355958,110.9000826,57277,JAWA TENGAH,,,SRAGEN,,
Apt.SLIM,Apotek Slogoimo,"Gunan, Kec. Slogohimo, Kabupaten Wonogiri, Jawa Tengah 57694",,,,,,,,,active,-7.81317232,111.1725399,57694,JAWA TENGAH,,,Wonogiri,82325669990,
Apt.SLM,Apotek Salam gemolong,"Kompleks Pertokoan Pasar Angkot, Jl. Gemolong-Sragen No.35, Dusun 2, Gemolong, Kec. Gemolong, Kabupaten Sragen, Jawa Tengah 57274",,,,,,,,,active,-7.397535793,110.8301177,57274,JAWA TENGAH,,,"Gemolong, Sragen",81393505060,
